林黛玉:24.0, 贾宝玉:24.0
俞禄:2.0, 史太君:2.0, 贾珍:2.0, 贾琏:2.0, 贾蓉:2.0
空空道人:2.0, 贾雨村:2.0
贾政:2.0, 贾珍:2.0, 贾琏:2.0
倪二:2.0, 卜世仁:2.0, 贾芸:2.0
史太君:2.0, 林黛玉:2.0, 薛宝钗:2.0, 贾宝玉:2.0, 贾探春:2.0
史太君:2.0, 贾赦:2.0
史太君:2.0, 史湘云:2.0, 林黛玉:2.0, 紫鹃:2.0, 贾探春:2.0
袭人:2.0, 贾宝玉:2.0, 贾芸:2.0
林黛玉:2.0, 薛宝钗:2.0, 香菱:2.0
林黛玉:2.0, 紫鹃:2.0, 袭人:2.0, 贾宝玉:2.0
贾政:2.0, 贾珍:2.0
刘姥姥:2.0, 史太君:2.0, 王夫人:2.0, 王熙凤:2.0, 贾宝玉:2.0, 鸳鸯:2.0
贾元春:2.0, 贾宝玉:2.0
林黛玉:2.0, 贾雨村:2.0
贾宝玉:2.0, 鸳鸯:2.0
平儿:2.0, 李纨:2.0, 袭人:2.0
史太君:2.0, 林黛玉:2.0, 王夫人:2.0, 薛宝钗:2.0, 贾宝玉:2.0
水溶:2.0, 贾宝玉:2.0, 贾政:2.0
冷子兴:2.0, 贾雨村:2.0
薛宝钗:2.0, 贾探春:2.0
贾政:2.0, 贾雨村:2.0
史太君:2.0, 林黛玉:2.0
林黛玉:2.0, 王熙凤:2.0
来旺:2.0, 王熙凤:2.0
晴雯:2.0, 林黛玉:2.0, 袭人:2.0, 贾宝玉:2.0
史太君:2.0, 林黛玉:2.0, 紫鹃:2.0, 雪雁:2.0
史太君:2.0, 史湘云:2.0, 林黛玉:2.0, 王熙凤:2.0, 薛宝钗:2.0, 贾宝玉:2.0
智能:2.0, 秦钟:2.0, 贾宝玉:2.0
宝蟾:1.0, 贾宝玉:1.0
史太君:1.0, 王夫人:1.0, 秦钟:1.0, 薛宝钗:1.0, 薛蟠:1.0, 袭人:1.0, 贾宝玉:1.0, 贾环:1.0
尤氏:1.0, 王熙凤:1.0, 贾璜:1.0
嫣红:1.0, 林黛玉:1.0, 贾宝玉:1.0
林黛玉:1.0, 紫鹃:1.0, 薛姨妈:1.0, 薛宝钗:1.0, 贾宝玉:1.0, 雪雁:1.0
史太君:1.0, 莺儿:1.0, 薛姨妈:1.0, 薛宝钗:1.0, 贾宝玉:1.0, 顽石:1.0
史太君:1.0, 林黛玉:1.0, 王夫人:1.0, 王熙凤:1.0
贾兰:1.0, 贾宝玉:1.0, 贾政:1.0, 贾环:1.0
史太君:1.0, 李纨:1.0, 李纹:1.0, 李绮:1.0, 林黛玉:1.0, 梅翰林:1.0, 王仁:1.0, 王夫人:1.0, 王熙凤:1.0, 薛宝琴:1.0, 薛宝钗:1.0, 薛蝌:1.0, 薛蟠:1.0, 贾宝玉:1.0, 邢夫人:1.0, 邢岫烟:1.0
李纹:1.0, 薛宝琴:1.0, 邢岫烟:1.0
史太君:1.0, 王夫人:1.0, 珍珠:1.0, 贾政:1.0, 贾琏:1.0, 邢夫人:1.0, 鸳鸯:1.0
佳蕙:1.0, 史太君:1.0, 小红:1.0, 林黛玉:1.0, 贾宝玉:1.0, 贾芸:1.0
周瑞:1.0, 周瑞家的:1.0, 李纨:1.0, 王熙凤:1.0, 薛宝钗:1.0, 赖大:1.0, 赖大的母亲:1.0
晴雯:1.0, 李纨:1.0, 袭人:1.0, 贾宝玉:1.0, 麝月:1.0
史太君:1.0, 夏金桂:1.0, 薛姨妈:1.0, 薛宝钗:1.0, 香菱:1.0
史湘云:1.0, 平儿:1.0, 王夫人:1.0, 薛宝钗:1.0, 贾宝玉:1.0, 贾巧姐:1.0, 贾琏:1.0, 邢夫人:1.0
王夫人:1.0, 贾宝玉:1.0, 贾琏:1.0
待书:1.0, 李纨:1.0, 林黛玉:1.0, 薛宝钗:1.0, 贾宝玉:1.0, 贾探春:1.0, 贾迎春:1.0
春燕:1.0, 林黛玉:1.0, 芳官:1.0, 莺儿:1.0, 蕊官:1.0, 薛姨妈:1.0, 薛宝钗:1.0, 贾宝玉:1.0, 贾环:1.0, 贾琮:1.0
史太君:1.0, 王夫人:1.0, 薛宝钗:1.0, 袭人:1.0, 贾宝玉:1.0, 贾探春:1.0, 贾赦:1.0, 邢夫人:1.0
李纨:1.0, 林黛玉:1.0, 薛宝钗:1.0, 贾探春:1.0
妙玉:1.0, 李纨:1.0, 林黛玉:1.0, 贾宝玉:1.0, 贾探春:1.0, 邢岫烟:1.0
史太君:1.0, 王夫人:1.0, 薛姨妈:1.0, 薛宝钗:1.0, 贾宝玉:1.0
史太君:1.0, 晴雯:1.0, 琥珀:1.0, 秋纹:1.0, 绮霰:1.0, 袭人:1.0, 贾宝玉:1.0, 鸳鸯:1.0, 麝月:1.0
史太君:1.0, 史湘云:1.0, 薛姨妈:1.0, 薛宝钗:1.0, 邢夫人:1.0
冷子兴:1.0, 史太君:1.0, 李纨:1.0, 林黛玉:1.0, 贾政:1.0, 贾赦:1.0
史湘云:1.0, 邢岫烟:1.0
史太君:1.0, 四儿:1.0, 晴雯:1.0, 林之孝:1.0, 林之孝家的:1.0, 袭人:1.0, 贾宝玉:1.0, 麝月:1.0
史太君:1.0, 玉钏:1.0, 贾宝玉:1.0, 金钏:1.0, 麝月:1.0
周瑞:1.0, 周瑞家的:1.0, 王夫人:1.0, 莺儿:1.0, 薛姨妈:1.0, 薛宝钗:1.0
王仁:1.0, 贾芸:1.0
周瑞:1.0, 周瑞家的:1.0, 平儿:1.0, 王熙凤:1.0
史太君:1.0, 王熙凤:1.0, 程日兴:1.0, 贾政:1.0, 贾珍:1.0, 贾赦:1.0
史太君:1.0, 林黛玉:1.0, 秋纹:1.0, 紫鹃:1.0, 袭人:1.0, 贾宝玉:1.0
史太君:1.0, 张道士:1.0, 王熙凤:1.0, 贾元春:1.0, 贾珍:1.0
尤二姐:1.0, 尤老娘:1.0, 贾珍:1.0, 贾琏:1.0
李纨:1.0, 王仁:1.0, 王夫人:1.0, 薛宝钗:1.0, 贾芸:1.0, 邢夫人:1.0, 邢德全:1.0
四儿:1.0, 芳官:1.0, 贾宝玉:1.0
水溶:1.0, 贾政:1.0, 贾琏:1.0, 贾赦:1.0
史太君:1.0, 林黛玉:1.0, 王夫人:1.0, 紫鹃:1.0, 薛姨妈:1.0, 贾宝玉:1.0
史太君:1.0, 尤氏:1.0, 王夫人:1.0, 王熙凤:1.0, 莺儿:1.0, 薛姨妈:1.0, 薛宝琴:1.0, 薛宝钗:1.0, 贾宝玉:1.0, 香菱:1.0
史太君:1.0, 史湘云:1.0, 林黛玉:1.0, 薛宝钗:1.0, 贾宝玉:1.0, 贾探春:1.0
史太君:1.0, 墨雨:1.0, 李纨:1.0, 林黛玉:1.0, 紫鹃:1.0, 贾宝玉:1.0, 贾琏:1.0, 雪雁:1.0
李纨:1.0, 王夫人:1.0, 素云:1.0, 薛宝钗:1.0, 袭人:1.0, 贾宝玉:1.0
净虚:1.0, 王熙凤:1.0
平儿:1.0, 林黛玉:1.0, 王熙凤:1.0, 贾琏:1.0
史湘云:1.0, 司棋:1.0, 女先儿:1.0, 小螺:1.0, 尤氏:1.0, 平儿:1.0, 彩云:1.0, 晴雯:1.0, 李纨:1.0, 林黛玉:1.0, 玉钏:1.0, 紫鹃:1.0, 莺儿:1.0, 薛姨妈:1.0, 薛宝琴:1.0, 薛宝钗:1.0, 袭人:1.0, 贾宝玉:1.0, 贾惜春:1.0, 贾探春:1.0, 贾迎春:1.0, 邢岫烟:1.0, 香菱:1.0, 鸳鸯:1.0
史太君:1.0, 王夫人:1.0, 王熙凤:1.0, 邢夫人:1.0, 鸳鸯:1.0
刘姥姥:1.0, 周瑞:1.0, 周瑞家的:1.0, 贾蓉:1.0
庆儿:1.0, 张华:1.0, 来旺:1.0, 王信:1.0, 王子腾:1.0, 王熙凤:1.0, 贾琏:1.0, 贾蓉:1.0
史太君:1.0, 史湘云:1.0, 李纨:1.0, 李纹:1.0, 李绮:1.0, 林黛玉:1.0, 王熙凤:1.0, 薛宝琴:1.0, 薛宝钗:1.0, 贾宝玉:1.0, 贾惜春:1.0, 贾探春:1.0, 贾芸:1.0, 贾迎春:1.0, 邢岫烟:1.0
李纨:1.0, 林黛玉:1.0, 紫鹃:1.0, 贾宝玉:1.0, 雪雁:1.0
史太君:1.0, 珍珠:1.0, 琥珀:1.0, 鸳鸯:1.0
史湘云:1.0, 宋嬷嬷:1.0, 秋纹:1.0, 袭人:1.0, 贾宝玉:1.0
刘姥姥:1.0, 周瑞:1.0, 周瑞家的:1.0, 王熙凤:1.0
入画:1.0, 尤氏:1.0, 李纨:1.0, 王熙凤:1.0, 贾惜春:1.0
秦钟:1.0, 贾元春:1.0
史太君:1.0, 吴新登:1.0, 周瑞:1.0, 林黛玉:1.0, 王熙凤:1.0, 蒋玉菡:1.0, 薛姨妈:1.0, 袭人:1.0, 贾宝玉:1.0, 金钏:1.0
刘姥姥:1.0, 史太君:1.0, 史湘云:1.0, 李纨:1.0, 板儿:1.0, 林黛玉:1.0, 王夫人:1.0, 王熙凤:1.0, 琥珀:1.0, 薛姨妈:1.0, 贾宝玉:1.0, 贾惜春:1.0, 贾探春:1.0, 贾迎春:1.0, 鸳鸯:1.0
兴儿:1.0, 史太君:1.0, 尤氏:1.0, 贾珍:1.0, 贾蓉:1.0, 贾蓉之妻:1.0
史太君:1.0, 李嬷嬷:1.0, 茜雪:1.0, 袭人:1.0, 贾宝玉:1.0
李贵:1.0, 秦钟:1.0, 贾宝玉:1.0, 贾瑞:1.0
史太君:1.0, 尤氏:1.0, 平儿:1.0, 彩霞:1.0, 李纨:1.0, 林黛玉:1.0, 王夫人:1.0, 王熙凤:1.0, 薛姨妈:1.0, 袭人:1.0, 赖大:1.0, 赖大的母亲:1.0, 邢夫人:1.0, 鸳鸯:1.0
尤三姐:1.0, 尤老娘:1.0, 柳湘莲:1.0, 贾珍:1.0, 贾琏:1.0
贾政:1.0, 贾芹:1.0, 赖大:1.0
甄士隐:1.0, 神瑛侍者:1.0, 绛珠仙子:1.0, 警幻仙子:1.0
甄士隐:1.0, 香菱:1.0
史太君:1.0, 喜儿:1.0, 玉钏:1.0, 王夫人:1.0, 王熙凤:1.0, 秋纹:1.0, 莺儿:1.0, 薛宝钗:1.0, 袭人:1.0, 贾宝玉:1.0, 金钏:1.0, 麝月:1.0
史太君:1.0, 尤氏:1.0, 王夫人:1.0, 贾珍:1.0, 贾蓉:1.0, 邢夫人:1.0
史太君:1.0, 小红:1.0, 待书:1.0, 林黛玉:1.0, 紫鹃:1.0, 贾宝玉:1.0, 贾探春:1.0, 邢夫人:1.0, 雪雁:1.0
史湘云:1.0, 薛宝钗:1.0, 袭人:1.0
史太君:1.0, 平儿:1.0, 林之孝:1.0, 林之孝家的:1.0, 王熙凤:1.0, 贾宝玉:1.0
王仁:1.0, 贾宝玉:1.0, 贾巧姐:1.0, 贾琏:1.0, 贾芸:1.0
贾源:1.0, 贾演:1.0, 贾珍:1.0, 贾蓉:1.0
小红:1.0, 晴雯:1.0, 柳五儿:1.0, 王夫人:1.0, 王熙凤:1.0, 贾宝玉:1.0
冯紫英:1.0, 尤氏:1.0, 贾珍:1.0, 贾蓉:1.0
史太君:1.0, 李纨:1.0, 林如海:1.0, 林黛玉:1.0, 王夫人:1.0, 王熙凤:1.0, 贾惜春:1.0, 贾探春:1.0, 贾珠:1.0, 贾迎春:1.0
史太君:1.0, 尤二姐:1.0, 平儿:1.0, 朱大娘:1.0, 王熙凤:1.0, 贾元春:1.0, 贾琏:1.0, 鸳鸯:1.0
媚人:1.0, 晴雯:1.0, 秦可卿:1.0, 袭人:1.0, 贾宝玉:1.0, 麝月:1.0
王熙凤:1.0, 祝妈:1.0, 袭人:1.0
史太君:1.0, 林黛玉:1.0, 贾宝玉:1.0, 贾政:1.0, 贾琏:1.0, 贾蓉:1.0, 贾赦:1.0, 赖尚荣:1.0
尤氏:1.0, 李纨:1.0, 王夫人:1.0, 贾惜春:1.0, 贾珍:1.0, 贾芸:1.0, 贾蔷:1.0, 邢夫人:1.0
尤氏:1.0, 王熙凤:1.0, 秦可卿:1.0, 贾珍:1.0, 贾蓉:1.0
妙玉:1.0, 贾宝玉:1.0, 贾惜春:1.0
夏金桂:1.0, 宝蟾:1.0, 薛姨妈:1.0, 薛宝钗:1.0, 香菱:1.0
伴鹤:1.0, 周瑞:1.0, 张若锦:1.0, 李贵:1.0, 王荣:1.0, 茗烟:1.0, 贾宝玉:1.0, 赖大:1.0, 赵亦华:1.0, 钱启:1.0, 锄药:1.0
史太君:1.0, 平儿:1.0, 王仁:1.0, 王夫人:1.0, 王子胜:1.0, 王子腾:1.0, 王熙凤:1.0, 薛宝钗:1.0, 贾宝玉:1.0, 贾巧姐:1.0, 贾政:1.0, 贾琏:1.0, 赖大:1.0
王熙凤:1.0, 贾宝玉:1.0, 贾瑞:1.0
平儿:1.0, 王仁:1.0, 王熙凤:1.0, 贾琏:1.0
史太君:1.0, 文官:1.0, 王夫人:1.0
尤二姐:1.0, 柳湘莲:1.0, 薛蟠:1.0, 贾宝玉:1.0, 贾探春:1.0, 贾琏:1.0
云儿:1.0, 冯紫英:1.0, 史太君:1.0, 史湘云:1.0, 张道士:1.0, 林黛玉:1.0, 王熙凤:1.0, 薛宝钗:1.0, 贾宝玉:1.0, 贾探春:1.0, 贾珍:1.0, 贾蓉:1.0
妙玉:1.0, 林黛玉:1.0, 贾宝玉:1.0, 邢岫烟:1.0
平儿:1.0, 王熙凤:1.0, 秦可卿:1.0
史太君:1.0, 尤氏:1.0, 李纨:1.0, 林之孝:1.0, 林之孝家的:1.0, 林黛玉:1.0, 薛宝钗:1.0
宝珠:1.0, 小鸠儿:1.0, 春燕:1.0, 晴雯:1.0, 芳官:1.0, 莺儿:1.0, 藕官:1.0, 袭人:1.0, 贾宝玉:1.0, 麝月:1.0
贾珍:1.0, 贾蓉:1.0, 贾赦:1.0
王熙凤:1.0, 贾宝玉:1.0, 贾环:1.0, 赵姨娘:1.0, 马道婆:1.0
史太君:1.0, 王熙凤:1.0, 贾宝玉:1.0, 贾蓉:1.0
史太君:1.0, 抱琴:1.0, 昭容:1.0, 李纨:1.0, 林黛玉:1.0, 王夫人:1.0, 王熙凤:1.0, 薛姨妈:1.0, 薛宝钗:1.0, 贾元春:1.0, 贾宝玉:1.0, 贾政:1.0, 贾赦:1.0, 邢夫人:1.0
夏婆子:1.0, 翠墨:1.0, 艾官:1.0, 蝉姐:1.0, 贾探春:1.0
史太君:1.0, 王夫人:1.0, 王熙凤:1.0, 薛宝琴:1.0, 薛蝌:1.0, 薛蟠:1.0, 贾迎春:1.0, 邢夫人:1.0, 邢岫烟:1.0
王熙凤:1.0, 贾元春:1.0, 贾政:1.0, 贾琏:1.0, 贾雨村:1.0
史太君:1.0, 王夫人:1.0, 薛姨妈:1.0, 薛蟠:1.0, 贾政:1.0, 贾珍:1.0, 贾琏:1.0, 贾赦:1.0
贾珍:1.0, 贾蓉:1.0
平儿:1.0, 王夫人:1.0, 王熙凤:1.0, 贾元春:1.0, 贾琏:1.0
林黛玉:1.0, 秋纹:1.0, 紫鹃:1.0, 贾宝玉:1.0, 麝月:1.0
刘姥姥:1.0, 王熙凤:1.0, 贾巧姐:1.0, 青儿:1.0
林之孝:1.0, 水溶:1.0, 贾宝玉:1.0, 贾政:1.0, 贾珍:1.0, 贾琏:1.0, 贾赦:1.0
尤氏:1.0, 王熙凤:1.0, 秦可卿:1.0, 秦钟:1.0, 贾宝玉:1.0
史太君:1.0, 檀云:1.0, 水溶:1.0, 王夫人:1.0, 秋纹:1.0, 薛宝钗:1.0, 袭人:1.0, 贾宝玉:1.0, 贾芸:1.0, 麝月:1.0
史太君:1.0, 王熙凤:1.0, 贾政:1.0, 贾琏:1.0
史太君:1.0, 林黛玉:1.0, 王夫人:1.0, 贾赦:1.0, 邢夫人:1.0
史太君:1.0, 林黛玉:1.0, 秋纹:1.0, 薛姨妈:1.0, 薛宝钗:1.0, 袭人:1.0, 贾兰:1.0, 贾宝玉:1.0, 麝月:1.0
妙玉:1.0, 林之孝:1.0, 林之孝家的:1.0, 王夫人:1.0, 薛姨妈:1.0, 贾蔷:1.0
史太君:1.0, 史湘云:1.0, 林黛玉:1.0, 贾宝玉:1.0, 贾探春:1.0
史太君:1.0, 王熙凤:1.0, 贾惜春:1.0
史太君:1.0, 彩云:1.0, 李纨:1.0, 王夫人:1.0, 王熙凤:1.0, 薛宝钗:1.0, 贾探春:1.0, 贾政:1.0, 贾琏:1.0, 贾迎春:1.0, 邢夫人:1.0, 鸳鸯:1.0
史太君:1.0, 妙玉:1.0, 林黛玉:1.0, 薛宝钗:1.0, 袭人:1.0, 贾兰:1.0, 贾宝玉:1.0, 贾惜春:1.0, 贾政:1.0, 麝月:1.0
刘姥姥:1.0, 史太君:1.0, 王夫人:1.0, 王熙凤:1.0, 薛姨妈:1.0
尤三姐:1.0, 柳湘莲:1.0, 薛姨妈:1.0, 薛蟠:1.0
丰儿:1.0, 平儿:1.0, 王熙凤:1.0
多姑娘:1.0, 多官:1.0, 王熙凤:1.0, 贾元春:1.0, 贾琏:1.0
李纨:1.0, 林黛玉:1.0, 薛宝钗:1.0, 贾宝玉:1.0, 贾探春:1.0, 香菱:1.0
佩凤:1.0, 女先儿:1.0, 尤氏:1.0, 平儿:1.0, 李纨:1.0, 贾宝玉:1.0, 贾探春:1.0
史太君:1.0, 贾兰:1.0, 贾宝玉:1.0, 贾环:1.0, 贾琮:1.0, 贾赦:1.0, 邢夫人:1.0
史湘云:1.0, 李纨:1.0, 林黛玉:1.0, 薛姨妈:1.0, 薛宝钗:1.0, 贾宝玉:1.0, 邢岫烟:1.0, 香菱:1.0
王夫人:1.0, 薛宝钗:1.0, 贾宝玉:1.0
史太君:1.0, 周瑞:1.0, 周瑞家的:1.0, 王熙凤:1.0, 贾琏:1.0, 贾芸:1.0
史太君:1.0, 史湘云:1.0, 王夫人:1.0, 王熙凤:1.0, 薛姨妈:1.0, 薛宝钗:1.0, 袭人:1.0, 贾宝玉:1.0, 贾惜春:1.0, 贾迎春:1.0
平儿:1.0, 李纨:1.0, 贾探春:1.0, 赖大:1.0
宝官:1.0, 文官:1.0, 玉官:1.0, 袭人:1.0, 鸳鸯:1.0
史太君:1.0, 李婶:1.0, 林黛玉:1.0, 王熙凤:1.0, 薛姨妈:1.0, 贾宝玉:1.0, 贾珍:1.0, 贾蓉:1.0, 贾蓉之妻:1.0
史太君:1.0, 王夫人:1.0, 珍珠:1.0, 琥珀:1.0, 贾宝玉:1.0, 贾政:1.0, 贾琏:1.0, 贾芸:1.0, 鸳鸯:1.0
史太君:1.0, 彩云:1.0, 王夫人:1.0, 薛姨妈:1.0, 薛宝钗:1.0, 袭人:1.0, 贾宝玉:1.0
史太君:1.0, 史湘云:1.0, 李纨:1.0, 李纹:1.0, 林黛玉:1.0, 王夫人:1.0, 王子腾:1.0, 王熙凤:1.0, 薛姨妈:1.0, 薛宝琴:1.0, 薛宝钗:1.0, 邢夫人:1.0, 邢岫烟:1.0
尤氏:1.0, 来旺:1.0, 王熙凤:1.0, 贾珍:1.0
史太君:1.0, 王夫人:1.0, 王熙凤:1.0, 秦钟:1.0, 贾宝玉:1.0, 贾政:1.0, 贾珍:1.0, 贾蓉:1.0, 贾赦:1.0, 邢夫人:1.0
史太君:1.0, 尤氏:1.0, 李纨:1.0, 林黛玉:1.0, 王夫人:1.0, 王熙凤:1.0, 薛宝钗:1.0, 贾宝玉:1.0, 贾珍:1.0, 贾琏:1.0, 贾蓉:1.0, 贾赦:1.0
林黛玉:1.0, 翡翠:1.0
史太君:1.0, 史湘云:1.0, 李婶:1.0, 王夫人:1.0, 薛姨妈:1.0, 贾宝玉:1.0, 贾环:1.0, 贾珍:1.0, 贾琏:1.0, 邢夫人:1.0
王夫人:1.0, 甄宝玉:1.0, 贾兰:1.0, 贾宝玉:1.0, 贾政:1.0
刘姥姥:1.0, 王熙凤:1.0
贾迎春:1.0, 香菱:1.0
史太君:1.0, 坠儿:1.0, 平儿:1.0, 晴雯:1.0, 李纨:1.0, 良儿:1.0, 袭人:1.0, 贾宝玉:1.0, 麝月:1.0
王夫人:1.0, 薛姨妈:1.0, 薛宝钗:1.0, 袭人:1.0, 贾宝玉:1.0
史太君:1.0, 周瑞:1.0, 周瑞家的:1.0, 王夫人:1.0, 薛宝钗:1.0
倪二:1.0, 贾雨村:1.0
史太君:1.0, 贾宝玉:1.0, 贾琏:1.0, 贾芸:1.0
翠墨:1.0, 贾宝玉:1.0, 贾芸:1.0
史太君:1.0, 妙玉:1.0, 林黛玉:1.0, 王熙凤:1.0, 薛宝琴:1.0, 薛宝钗:1.0, 贾宝玉:1.0
史太君:1.0, 史湘云:1.0, 林黛玉:1.0, 王夫人:1.0, 王济仁:1.0, 王熙凤:1.0, 紫鹃:1.0, 贾宝玉:1.0, 贾探春:1.0, 贾琏:1.0, 雪雁:1.0, 鸳鸯:1.0
乌进孝:1.0, 贾珍:1.0, 贾蓉:1.0
严老爷:1.0, 甄士隐:1.0, 贾雨村:1.0
封氏:1.0, 封肃:1.0
史湘云:1.0, 尤氏:1.0, 彩云:1.0, 李婶:1.0, 李纨:1.0, 李贵:1.0, 王夫人:1.0, 薛姨妈:1.0, 薛宝琴:1.0, 薛宝钗:1.0, 薛蝌:1.0, 袭人:1.0, 贾兰:1.0, 贾宝玉:1.0, 贾惜春:1.0, 贾环:1.0, 贾蔷:1.0, 邢夫人:1.0
彩云:1.0, 王夫人:1.0, 贾宝玉:1.0, 贾政:1.0, 贾环:1.0, 赵姨娘:1.0
